issuenumber,title,issue_summary,resolution
792852,Unable to access HPSS,"User is unable to access HPSS due to an expired key, and the issue has persisted for over a week despite trying various solutions.","Remove the ~/.private directory and try accessing HPSS again. This action can help with the creation of new keys when the old ones have expired. If the problem persists, please reach out for further assistance."
794152,Network credentials,User unable to connect to 'scratch.negishi.rcac.purdue.edu' due to incorrect password or saved credentials with a mistyped password.,The user was able to resolve the issue by using the terminal command `net use Y: \\scratch.negishi.rcac.purdue.eduegishi-scratch /user:BOILERAD\park1200`. This command maps the network drive and authenticates with the specified username and password.
795908,RE: Negishi Cluster Maintenance,Samba connection permission denied error on Negishi Cluster after maintenance,"To resolve the issue, try reconnecting to the Negishi cluster using Samba again. If the connection works correctly, the problem should be fixed."
567913,I cannot connect to my gilbreth,User is unable to connect to gilbreth due to exceeding the home directory quota.,"The user can either delete unnecessary files in their home directory or let an administrator delete specific files (in this case, the .cache directory) to free up space. Additionally, the user is suggested to install Miniconda into depot space if the files are too large for the home directory."
583351,anaconda/2019.10-py27 on negishi,Request to make anaconda/2019.10-py27 available on Negishi HPC cluster,The RCAC support team will bring the user's request to their next meeting. They will discuss the possibility of providing the latest versions of anaconda/2019.10-py27 if current conditions allow for it. No specific instructions or commands have been provided in this message.
532936,Gilbreth Cluster Open File Access,"User is experiencing a size distribution error in their simulations on Gilbreth clusters and believes it may be due to the open file limit, which they report as currently set at 20480.",The open file limit for user's account on the Gilbreth cluster is already unlimited as confirmed by a system administrator. The reported issue appears not to be related to the open file limit.
562089,Group membership on negishi login nodes has gone awry,"User's account (clarks) is not properly associated with required HPC groups (nanohub, ncn). The issue affects multiple accounts (nano0 and nano1 as well).","To resolve this issue, the user should run the following command again to check their group membership:

```
groups clarks
```

If the problem persists, they should contact RCAC support for further assistance. The user is encouraged to rerun the above command after resolving the issue to confirm that their account is properly associated with the required HPC groups (nanohub, ncn)."
569861,Gautschi Cluster - Abaqus,User requests access to Abaqus module on Gautschi server,"The user should wait for Abaqus 2024 to be installed on the Gautschi server. Once installed, they can attempt loading the Abaqus module using the same commands (`module load intel; module load abaqus`) as on the Negishi server."
569926,Purdue Bell Cluster Account Freezed,Account freezing issue with ThinLinc session on Bell Cluster through VSCODE while working as a PhD student at ECE.,"To resolve this issue, end the existing ThinLinc session by checking a little check box in the thinLinc client app. If this does not work, contact ITap specialist for further assistance."
543891,Unable to access HPSS,"User `name` is unable to access the HSI command and requires help navigating this error on HPSS (Hierarchical Storage System). The user mentions that they have already tried removing the ""~/.private"" directory and followed the steps provided in the RCAC webpage, but the issue persists.","After confirming that the issue is persistent despite removing the ""~/.private"" directory, it was suggested to escalate this problem to the Storage team. The user also mentioned that they had impersonated their own username and found no issues with running HSI. However, the issue was not resolved for them personally. It was explained that since the key is stored in a different filesystem on each cluster, if the user is using different clusters, the keys might not match. The Storage team suggested this as a possible explanation for why the user is unable to access HPSS."
575779,GPU Rental Inquiry,Research assistant requires hourly or daily access to a GPU at Gilbreth cluster due to project constraints.,"The new cluster-Gautschi offers hourly-based GPU usage and is currently open for pre-order. Access will be granted once the system is in full production towards the end of February. For further assistance, contact the support team."
540772,Unable to Access Files from Purdue,User is unable to access files from a specific site (root://eos.cms.rcac.purdue.edu/ls -u /store/user),"The issue was due to an extended downtime of the site, which was announced in late December. Users who did not receive communication should fill out this form to be added to the mailing list: https://docs.google.com/forms/d/e/1FAIpQLSfzshwyfcJaHHVDlZPhs9e82iymZuHcBSCXEPxe7-oMtcu19Q/viewform. The site has returned to service, so the files should be accessible again."
569563,Instaling ORCA software in the Depot area,User requires assistance with the installation of ORCA software in the Depot area,"The user can download ORCA to their depot space and use it directly as instructed at <https://www.faccts.name/docs/orca/5.0/tutorials/first_steps/install.html>. For further questions, reach out to the same support team."
570360,Increase Disk Quota,"User, a Master's student at Purdue University, has requested an increase in their disk quota and needs guidance on deleting or cleaning files to free up space.","The user's home directory disk size is fixed at 25G and cannot be increased. To see which files and directories are taking up the most space, the user can run `ncdu` inside of $HOME (or `name -sh . ?? * * | sort -rh | head`) in the command line. It's safe to delete the .cache folder, which should free up some space. The user might need to move some files to Data Depot or offload them from the cluster if they are not necessary."
570229,Installing EDEM for research,User is experiencing issues with installing EDEM software on their MacBook and needs assistance with step 4 of the installation guide provided by professor Wassgren. The software was initially installed in an ME computer lab PC (x-me2038pc07) but the user wants to continue the installation process on their own MacBook.,"Meet the assistant in person or remotely at a mutually convenient time for assistance with the remaining steps of the EDEM software installation process. The user can use their MacBook for the installation, and the assistant will help them resolve the ""no such file or directory"" error message that they encountered during the installation process. The user has reserved an online coffee-hour consultation at 3:00 pm today for assistance, but if the issue is not resolved by then, they can reach out again for further support."
590209,Re: Question about RCAC log in,User cannot access Scholar cluster with given credentials; needs to login to Gilbreth cluster instead.,"The user needs to login to the Gilbreth cluster using their Purdue account at gilbreth.rcac.purdue.edu via SSH keys (https://www.rcac.purdue.edu/knowledge/gilbreth/accounts/login/sshkeys). The user's password for the Gilbreth cluster might not be the same as their Purdue account password, so they should refer to the appropriate documentation or contact RCAC Help Desk if they encounter issues with login credentials."
596393,Maha Data Depot Folder Deletion,"A manager for the ""Maha"" group in Data Depot is requesting the deletion of several folders (""data/hboland"", ""data/ibayad"", ""data/chen3814"", ""data/guo92"" and ""data/sarode"") from the network drive. The folders are owned by previous students who no longer have access to the drive, but the permissions are set such that only these users can write to their respective directories.","To resolve this issue, the other manager needs to approve the deletion of the requested folders. Once approval is received, the RCAC support team will delete the folders manually as root access is required due to the permissions set on the directories. The ticket can be replied to if there are any issues with the folder deletions."
574958,Problem submitting jobs,"Unable to submit jobs or run SLURM commands, experiencing errors.",The user was able to successfully resolve the issue by re-trying to submit the job.
575843,Ardavan Vakil - Ph.D. Student - Assistance with Using Gilbreth,"The user is facing a NameError when trying to import PyTorch on Jupyter Notebook in their Gilbreth account, specifically with the command 'cudaRuntimeGetVersion()' not found.","The user may need to ensure that the necessary CUDA runtime libraries are properly installed and set up in their environment on the Gilbreth account. To verify this, they can check if the 'nvcc' compiler is available by running `which nvcc` in a terminal. If it's not found, they should follow the instructions provided in the CUDA installation guide for their specific Linux distribution: https://docs.nvidia.com/datacenter/cuda-installation-guide-lin

Once the CUDA runtime libraries are installed and set up correctly, the user should be able to import PyTorch without encountering the 'NameError'. If the problem persists, they may need to reload their environment or restart their Jupyter Notebook session."
578754,github.itap.purdue.edu repository restore,The repository CERISGroup/notify in github.itap.purdue.edu is missing most of its files due to an unexpected issue during a merge.,"name and another individual worked together to reconstruct the repository from existing files, re-commit, and push the changes. The specific commands or steps used were not provided in the ticket message. It's recommended to follow up with name at RCAC for more detailed instructions on how they performed this action."
579217,Unable to login Purdue VPN via AnyConnect,User cannot access Purdue VPN using AnyConnect with only the core part installed and received login errors.,"The user was instructed to follow the installation instructions provided at https://it.purdue.edu/services/vpn.php, which includes downloading the software from webvpn.purdue.edu and using webvpn.purdue.edu as the VPN server during setup. Additionally, the user was advised to set up their connection following the instructions at How do I connect to the Purdue VPN with a Mac or Windows machine? (Cisco AnyConnect). If the problem persists after trying the installation and setup process again, the user was asked to include screenshots of the problem for further diagnosis. The user reported that they were able to resolve the issue by following these steps and could now access the Purdue VPN."
557044,Issue Accessing Gautschi,Unable to log in to Gautschi gateway with account zhan5096 despite account approval. Error message received upon attempting access.,The issue has been resolved by the RCAC Support Team. It is recommended that you try logging into your account again at https://www.rcac.purdue.edu/compute/gautschi to verify if it works as expected.
577956,Gautschi missing home,User yang1581 is missing home directory on the HPC system.,"To resolve this issue, please log in as user yang1581 and run the following command to create a new home directory:

```bash
mkdir ~
```

If you encounter any permission issues, try running the command with elevated privileges using `sudo`:

```bash
sudo mkdir ~
```

Additionally, it seems that the user's scratch and default directories are also missing. To create these directories, use the following commands:

```bash
mkdir -p /scratch/gautschi/yang1581
mkdir ~/.local/share/scratch
ln -s /scratch/gautschi/yang1581 ~/.local/share/scratch/yang1581_scratch
```"
582051,Runing GPU jobs on cluster from a part-time employee,Request for guidance on granting part-time Purdue employee access to run GPU jobs on HPC cluster Gilbreth,"The employee should log into the RCAC webpage using their Purdue account and submit a request to the lab/queue they will be joining, associated with the professor who is responsible for the queue. The professor, who has charge of the queue, can then grant the employee access."
532645,[Urgent] Access Denied: bera89,CS PhD student under bera89 account experiencing 'access denied' prompt upon login.,"The issue may be due to the user not being granted access to the resources yet. It is recommended that the user attempts logging in first, as it would typically take 24-48 hours for access to be granted. If the problem persists, the user should contact their Professor and inform them that they have not been assigned the correct resources. However, the account details indicate that the user has been assigned to `bera89-k` correctly."
533140,disk issue,PhD student is encountering 'disk quota exceeded' error when using Girberth due to full /depot/cgb space.,"To resolve the issue, check available disk space using the 'myquota' command and determine if more space needs to be purchased by your PI (Option 1) or use scratch space to run models and move data once analysis is complete (Option 2). Solution details:

   - Option 1: Extra space on depot can be bought for $70/TB/year. - Option 2: Use scratch space with the purge policy of unused files, and no snapshot/backups available. Additional information: Scratch has restrictions and may not be suitable for storing data permanently."
537200,ThinLinc Login Error,User is unable to log in and connect to the Gilbreth server due to exceeding home directory storage quota.,"To resolve this issue, the user needs to use the 'ssh' command to access their home directory. Once connected, they should delete or move files until their utilization is under 25 GB. This will allow new files needed by ThinLinc to be created and enable successful connection to the server."
537480,Issue Accessing HSI from Negishi Cluster,User is unable to access HSI (High Performance Storage System) to connect to Fortress from the Negishi cluster due to an authentication error.,Run the command 'fortresskey' on the Negishi cluster and then try to use 'hsi' again. This command might resolve the authentication issue.
513549,GenAI Studio: API Utilization Clarifications and Model Requests,"PhD student in Computer Science is seeking to utilize the GenAI Studio platform for a research project that requires generating large amounts of responses using the API, and inquiring about available models, quota limitations, and concurrent request handling.","The user will be assisted by the Applications team from GenAI Studio who will discuss the constraints of the system and the user's questions in a meeting scheduled for 2 PM on Thursday. The user requested that one of their colleagues join the meeting, and they are both available between 1:30-2 PM, 2-3 PM, or 4-5 PM on Thursday. The team is currently working on increasing the capacity of GenAI Studio and plans to add more models such as Llama3.3-70B, Qwen2.5-72B, QwQ (-32B), and Phi-4 (-14B) once they become available beyond Azure AI. The user should check their email for a Teams invite. If they do not receive it, the user is advised to let the GenAI Studio team know."
556556,Errors with tensorflow,Tensorflow module not found in HPC environment despite installation,"a) Update the PATH environment variable to include the directory containing the tensorflow module. On the user's system, find the path where the tensorflow module is installed using `conda where tensorflow`. The output should be similar to '/path/to/tensorflow'. Add this path to the PATH environment variable:

```bash
export PATH=/path/to/tensorflow:$PATH
```

b) Verify that the new environment is being used when running the code by activating it before running the script with:

```bash
source activate [your_environment]
```

c) Run the script again to confirm that the tensorflow module can be imported correctly. If the issue persists, ensure that all required dependencies are installed and compatible with the version of tensorflow in use."
569514,Request for Software Installation (ORCA & CREST),User requires assistance with installing ORCA software in Depot area,"Schedule a virtual meeting with user ""name K"" using provided link for assistance with ORCA installation. Meeting can be scheduled at the convenience of the user."
572017,question about gautschi machine,User requires assistance on accessing NVIDIA nvhpc compiler and Intel oneAPI toolkit on Gautschi cluster.,"To use the NVIDIA nvhpc compiler, load the modtree/gpu module on Gautschi using the command ""module load modtree/gpu"". For Intel's impi compiler, load the intel module by running ""module load intel"". However, it is unclear if these are the specific tools the user is looking for. For more information and details on how to use these compilers, please consult the documentation provided by NVIDIA and Intel. You may find their resources at:
   - NVIDIA Compiler SDK Documentation: https://docs.nvidia.com/compilers/nvcc/
   - Intel oneAPI Toolkit Documentation: https://oneapi-src.github.io/oneTUTorials/latest/c/getting_started/index.html"
524681,Superuser (sudo) permission to install prerequisite libraries,"User is having trouble installing necessary libraries for GEOS-CHEM in their group's directory and seeking sudo permissions or assistance with installation issues. The user also mentions experiencing difficulties due to the mix of Linux and Fortran in GEOS-CHEM, and requests help from matplotlib and geoschem experts.","The user has resolved their initial issue by installing the library to the correct folder. For further assistance with installation or other issues related to GEOS-CHEM, users can attend in-person or online Coffee Hour Consultations for support. Unfortunately, Purdue IT is unable to provide step-by-step support for installing modules but will help if errors are sent. Users seeking matplotlib or geoschem assistance should also attend the Coffee Hour Consultations."
553678,Spyder (Python 3.8),Spyder (Python 3.8) is producing an untrusted application launcher error when launched via Krannert Remote Desktop (RCAC).,"To resolve the issue with Spyder launching from the Krannert Remote Desktop, please ensure that the desktop file for Spyder is located in a secure directory and marked as executable. If it's not currently marked as executable, you can do so by using the `chmod +x` command in the terminal on the remote desktop. For example:

```bash
chmod +x ~/.local/share/applications/spyder3.desktop
```

If the issue persists, it may be helpful to try launching Spyder using the full path instead of the desktop file. To do this, open a terminal session on the remote desktop and navigate to the installation directory for Spyder, then run the following command:

```bash
/path_to_spyder3/bin/spyder3
```"
571218,Can you please help me with VOTCA installation?,"User at Purdue is having trouble installing VOTCA using Spack, specifically with libecpint dependency.","To resolve the issue, it was found that spack had issues installing libecpint, which caused an unsuccessful installation of VOTCA. After resolving the issues with libecpint, VOTCA was successfully installed. The user attempted to solve the problem again before the scheduled meeting and managed to get it resolved independently."
572136,Unable to Access Gautschi Cluster despite having access,"User Utkarsh was unable to ssh into the HPC cluster after being added to a group on Gautschi, receiving an authentication failed error.",The issue was caused by an error state some students in the group entered due to backend processes. The administrator (name) corrected Utkarsh's account and also resolved similar issues for Sakshi and another user (not specified). The other users will be ready in a few minutes.
575704,Re: Access to gpaniag depot folder,The Metacomp license for CFD++ software needs to be updated and the user's account requires access to the gpaniag depot folder and its subfolders.,"- To update the Metacomp license, contact Guillermo Paniagua to grant permission for the user's account. The user can then go to their account on RCAC and check the select box for the folder permission. - Send the license file to the support team to update it on the system. In case of issues with the attachment, copy and paste the text of the license file in the ticket instead. - For the user to have access to the gpaniag depot folder and its subfolders, the user needs permission from Guillermo Paniagua. - If there is an error when starting the license daemon with the message ""Unit license_metacomp.service not found"", troubleshoot by checking if the license file was successfully uploaded. Make sure that there are no changes in the depot directory that might have broken the license_metacomp.service. - If the user encounters an error when running CFD++ on the cluster with the message ""cannot open shared object file: No such file or directory"", check if libopen-rte.so exists and verify its path in the software configuration files. A previous launch script might contain information about the license location, so using it could help resolve the issue."
579513,RCAC Questions,"User inquires about creating a bash group for managing file access using `chmod`, and purchasing additional Depot storage in Bell.","To create a bash group, clarify whether the user means to create a new research group or to obtain group manager permissions in the current groups they are part of. For additional Depot storage, visit https://www.rcac.purdue.edu/purchase#datadepot. If you are part of a research group with a Data Depot space, you will automatically get free access to the group storage on Fortress (https://www.rcac.purdue.edu/knowledge/fortress). If more assistance is needed regarding storage options and workflow, consider connecting with a colleague."
587229,RCAC error (site security),"Gilbreth website certificate expired and caused an unsecured connection error, but the issue has since been resolved.",The problem should be automatically resolved as the certificate for Gilbreth has been replaced.
587466,Gilbreth Error,User encountered an issue connecting to the Gilbreth cluster due to an expired certificate.,The support team has replaced the expired certificate for the Gilbreth cluster. Users should no longer encounter problems when connecting to Gilbreth.
587471,Gilbreth Online Gateway Issues,User cannot access Gilbreth cluster online gateway due to expired network certificate.,"The certificate for the Gilbreth cluster was replaced on 1/31, but the user encountered the problem earlier. However, it seems that the issue has been resolved as the user reports it started working again last night."
587475,Gilbreth safe block,The user encountered an issue with the connection not being private while logging into Gilbreth from Remote Desktop.,"The certificate for Gilbreth expired on 1/31 and has since been replaced, which should resolve the problem when connecting to Gilbreth."
824994,Access to RCAC's services,"User Seohyun is unable to connect to any servers (e.g., Gilbreth) and websites related to RCAC.","The West Lafayette campus experienced a widespread power outage over the weekend which affected all RCAC clusters. Power has been restored to campus and the clusters are back online and accepting jobs. For more details on the power outage, please refer to this link: https://www.rcac.purdue.edu/news/7225"
592799,RE: Quota Usage Alert,The user received a quota usage alert for their Data Depot space (depot/rossif) exceeding 99%.,"The user can check their quota using the 'myquota' command and find that the depot/rossif is not full despite the alert. The user should ignore the message, but if they need further assistance, they should reach out for more help. Here is an example of how to check the quota:

```
liu4201@bell-fe04: ~ $ myquota rossif
```

The output will provide information about the location, size limit, usage, and files used. The user may need to contact the RCAC for additional assistance if they face any problems related to this issue. Additional details:
- To purchase more Data Depot space, visit: https://www.rcac.purdue.edu/purchase
- To adjust or disable alerts, go to: https://www.rcac.purdue.edu/account/quota
- For further questions about this email, contact RCAC support directly."
557455,Unable to Login to Thinlinc,User hodas is unable to log in to Thinlinc server (bell.rcac) using SSH. The issue occurred again after a previous resolution and the user can successfully log in through PowerShell but not Thinlinc.,"To address this issue, the user should try installing the ThinLinc native client by following the instructions provided at [https://www.rcac.purdue.edu/knowledge/bell/accounts/login/thinlinc]."
574306,RCAC Help,"The user is experiencing an issue with requesting compute trim from RCAC Scholar for Jupyter Notebook sessions where the session starts but then immediately goes into the ""Completed"" phase without allowing interaction.","To resolve this issue, the support team needs to investigate and address the underlying cause that prevents the user's Jupyter Notebook session from becoming interactive after the initial start-up. Once resolved, the user should be able to interact with their session as expected. If the issue persists, the user is advised to open a new trouble ticket for further assistance."
593044,[Help Request] - Licensing error,"The user is encountering a license error in ANSYS Fluent while loading the software, specifically regarding the 'CFD Base' feature.","Check the number of ANSYS licenses tied to the Mudawar group in the license manager. If there is an issue with the license, it may be necessary to update the license through ECN (Engineering Change Notice). It might also be helpful to ask the administrator or team responsible for managing the ANSYS licenses for more information if needed."
593128,URGENT module spider - module load not functioning,"The module 'spidermodule' has lost functionality on Scholar, causing it to hang indefinitely when loaded with the command 'module spider'.","Run the command `module load spidermodule` again. If the issue persists, there might have been a temporary delay."
575320,Inquiry about permission of gpu server,Graduate student at Purdue University is encountering a permission denied error while accessing the GPU server in ECE 60827 course.,"To resolve the issue, use job submission to the gpu queue using sbatch/sinteractive commands or utilize interactive apps on gateway.scholar for GPU usage on Scholar."
575381,RCAC cluster access,"User is unsure if they are in the queue for RCAC cluster access (gpu.scholar.rcac) and wants to confirm if it's available 24/7, including over weekends. They also want to expedite the process as they have an assignment due soon that requires access.","To verify and get access to the gpu.scholar.rcac.purdue.edu cluster, the user should confirm with their professor if they have been requested for access. If so, the user can utilize job submission to the gpu queue using sbatch/sinteractive commands from the command line or use interactive apps on gateway.scholar. For more detailed information about job submission and usage of these commands, please refer to the appropriate documentation:
- [Using Slurm (sbatch/sinteractive) at RCAC](https://docs.rcac.purdue.edu/gpu/slurm/)
- [Gateway Scholar User Guide](https://docs.rcac.purdue.edu/gateway/scholar/)"
594057,Data Depot - Attempting to Install Software for Group,The user (Javi Javi name) is unable to execute a Makefile due to permission issues when installing a software (MIDAS) in a group's data depot (/depot/msangid).,"The user resolved the issue by changing the permissions of three files located at (/depot/msangid/apps/Test_MIDAS/opt/MIDAS/FF_HEDM): chmod u+x Makefile, chmod u+x GetPackages.sh, and chmod u+x setup.sh. Changing the permissions was acceptable for the system. The user successfully installed and ran the software afterwards and reported no further issues."
592907,Data Depot Folder Deletion,"The user, a Graduate Research Assistant from MAHA Fluid Power Research Center at Purdue University, needs to delete the folder ""\data\biswas49"" within the ""maha"" data depot directory, but cannot due to permission issues.","As the owner of the folder is biswas49 who no longer has access to the network drive, the user should ask biswas49 to give them permission or delete it manually. If manual deletion is not possible, a system administrator (root) can sign in and delete it for the user."
594413,Augustus software,User is unable to use AUGUSTUS on a fungal genome (Ophiognomonia clavigignenti-juglandacearum) due to the software not having a pre-trained model for this species.,"The user should attempt to use a closely related model, such as Fusarium graminearum, Neurospora crassa, or Magnaporthe grisea (all of which belong to the same class, Sordariomycetes, as Ophiognomonia clavigignenti-juglandacearum). However, since the genome appears to be fragmented (scaffolds), it is unlikely that optimal predictions will be achieved using AUGUSTUS alone. The user is recommended to incorporate RNA-seq data, if available on NCBI, and use BRAKER, which runs multiple rounds of Augustus for training and gene prediction. A guide for running BRAKER on RCAC clusters can be found at this URL: https://rcac-bioinformatics.readthedocs.io/en/latest/braker.html. It is suggested to avoid using Helixer due to known issues with poor predictions on non-chromosome assemblies."
595685,Github maintenance alerts,"RCAC's hosted GitHub instance went down during the workday without prior warning, causing disruption to users in the middle of a critical bug fix.","RCAC Support has acknowledged the issue and will take steps to ensure that future maintenance is announced in advance. Users are encouraged to subscribe to RCAC's maintenance notifications for updates on system downtimes. For more information, please visit [RCAC Maintenance Notifications Subscription](https://rcac-notifications.example.com)."
596722,FW: HPC Interest From GTAP,GTAP (Global Trade Analysis Project) is interested in exploring HPC resources at Purdue University for their data build process and other data management needs. They would like to arrange a meeting with someone from the RCAC team for further discussion.,"To address this issue, you can recommend one of your team members to meet with Thiago Simonata (Research Economist at GTAP) and Dr. Channing Arndt. You can coordinate the arrangements and introductions as usual, including inviting yourself and Joe name to the communication. If needed, you can include other relevant RCAC team members in the discussions."
591748,Re: Gilbreth Ansys Update,Request to update Ansys 2022R1 to Anys 2022R2 on Gilbreth cluster for consistency and ease of use across the clustered computer system.,"Unfortunately, the Gilbreth team does not provide the requested upgrade to Ansys 2022R2 due to the upcoming OS system update to Rocky 9 in late February. They currently have higher versions of Ansys (2023R1 and 2023R2) available on Gilbreth, but older versions might not work properly post-upgrade. If additional questions or concerns arise, users are encouraged to reopen this ticket or create a new one for further assistance."
585154,COMSOL access from MTEC,User is unable to access COMSOL software on the Negishi cluster due to license restrictions and needs urgent resolution.,"The user has two options to resolve this issue:
   - Install their own version of Comsol that points to their own license file. - Contact Purdue's ECN to get the license issue worked out. Once the user contacts ECN and gets approved for access, they will be added to the correct group, and access should propagate through the system (which could take up to a day). The user should receive an email about it when it happens."
591930,Inquiry About Computing Resources for LLM Training,Student seeking access to Purdue's computing cluster for an LLM training project due to high computational demands of fine-tuning large-scale models.,"Access to Purdue's clusters requires purchase. Alternatively, the student can contact individuals who currently have access (usually a Professor or research group) and request to be added to their queue."
596043,RC Access Extension,User approaching the end of his visiting scholar period needs assistance to maintain access to Negishi cluster after leaving Purdue University.,"The user should be able to maintain access to Negishi resources since some staff are allowed to access them from overseas. No specific steps need to be followed, but it is recommended to confirm this with the senior staff of RCAC support team for clarification if needed."
600827,Increasing Gilbreth file limit quota,"Request to extend file limit on Gilbreth HPC system from 2,000k files to 2,500k files for a project.",The file limit has been increased. Confirm this by checking the current limit on your side.
534776,Error Occurred in RStudio on Gilbreth,User is unable to edit a script in RStudio on Gilbreth due to an error with the 'terra' package when running multiple cores.,Load the `gdal` module and then retry the installation of the 'terra' package. The `gdal` module makes `gdal-config` and many other GDAL tools available.
559060,Computer access for new personnel,Request for Computer Access and Addition to MCMP Email List,"To resolve this issue, the user needs to clarify their request by providing more details. The user should contact the appropriate IT department for computer access requests. It was mentioned that this ticket might have been directed to the wrong support team initially."
575920,Rasheed Yinusa: CONVERGE License error on HPC,"Job submission aborted due to CONVERGE license error, and Tecplot is also giving a license error.","The user's account has a license of Tecplot provided by ECN, but it seems there might be an issue with the software that this license covers. The user should check if any other software could be related to the problem. If no other software is found, contacting ECN for further assistance would be necessary as the current license may not cover the required service."
811692,Re: Gautschi and Gilbreth queues have become inactive,PhD student Sana is unable to run ROCm based code due to permission issues on Bell HPC cluster's GPU nodes and requires access to Jpoggie queues on Gautschi and Gilbreth clusters which are currently inactive.,"To resolve the permission issues with running ROCm based code, ensure that Sana is added to the video group (e.g., `sudo usermod -a -G video sana`). Regarding the inactive Jpoggie queues on Gautschi and Gilbreth clusters, check the cluster management system for possible maintenance or resource allocation issues, and provide updates to Sana as soon as available. Additionally, encourage Sana to keep communicating with RCAC support team for any project-related questions or concerns and share their availability next week for a follow-up discussion."
591432,"Questions regarding ""RCAC Workshop Fundamentals of R""",A third-year PhD student at the School of Materials Engineering at Purdue wishes to bring their wife to an R workshop offered by Purdue RCAC. The wife does not require a Purdue account or travel reimbursement.,"Anyone can attend the Purdue RCAC workshop either in person or virtually, provided they do not require a Purdue account or travel reimbursement for the event."
602075,Anvil GLIBC version,The user needs to confirm the GLIBC version used by Anvil nodes and inquire about the planned OS update.,"Anvil uses GNU libc version 2.28. The HPC support team plans to eventually update Anvil's operating system to something like Rocky Linux 8/9, but a specific date has not been provided yet. For future reference, the user is advised to send Anvil-related tickets through ACCESS Help Desk (https://support.access-ci.org/help-ticket)."
562118,Lost access to depot directories,"The user has lost permissions to access several folders in the depot folder, including /depot/prism/, /depot/aamp/ and (originally) /depot/aamp-2/. The issue might be a system bug or an unintentional deletion of a folder.","First, it is recommended to check if the issue with depot permissions is widespread by inquiring with other users. If other users are experiencing the same problem, escalate the issue to RCAC support for further investigation. Additionally, the user can refer to this webpage (CAC - Knowledge Base: Home Directory User Guide: flost) to find information about file storage and potentially retrieve missing files. If the /depot/aamp-2 folder is indeed missing, reach out to the PI of the storage to inquire if they had deleted it intentionally or not. The user can also use the 'flost' command to search for the missing folder but may find it absent due to the issue at hand. If the user has recovered their most important files, it is suggested that RCAC keeps this issue in mind for future reference."
637821,[Gilbreth] Home directory quotas not accessible,User is unable to check quotas on Gilbreth cluster due to an error message regarding inaccessible home directory quotas.,"The issue should now be resolved. It was caused by an error on the support team's end. To verify, you can try running the command `myquota` again. If you encounter any further issues, please don't hesitate to contact Purdue IT for assistance. More information about Purdue IT services can be found at [this link](https://service.purdue.edu)."
644101,Can't access COMSOL 6.0,"The user is unable to access COMSOL 6.0 on the Bell cluster due to its replacement with COMSOL 6.2, but they only have a license for version 6.0 and cannot run their simulations on any other version.","Reinstall COMSOL 6.0 on the Bell cluster or provide access to COMSOL 6.2 if it can be used with the existing license. The user has attached an image for reference (image.png). They are using the Acoustic Module of COMSOL and have reported a license error when trying to use COMSOL 6.2. A temporary solution is to deploy Comsol 6.0 on Bell, although it's not officially supported on Rocky 8. The user is encouraged to test if it works for them."
577142,Regarding access to the server,Request for access to a server under a professor's name in the ECE department,"The professor needs to add the student to their RCAC group by navigating to https://www.rcac.purdue.edu/account, selecting ""Groups"", choosing the relevant group, clicking ""Members"", and then ""Add Members"" to send an invite. Once the professor completes this process, the student should be added to their group. The student is advised to check their email for the invitation. For further questions or assistance, they can reach out to Purdue IT at https://service.purdue.edu."
578369,Disk Quota Exceeded,User exceeded quota limit on $HOME directory (ngundapa) and is unable to schedule jobs on Negishi cluster.,"Run the `myquota` command to check storage usage, which indicates that user's $HOME directory (49% of its 25GB limit) is closest to quota limits. To determine files or directories using the most space, try running `ncdu` inside the $HOME directory or execute `name -sh . ?? * * | sort -rh | head`. This will display files or directories that are consuming the most space. Remove any unnecessary files to clear up storage space. If screenshots or logs related to the issue are available, they would be helpful for further diagnosis."
580590,Chown for data depot directories,Research files located in /depot/name/data are not accessible by some students due to improper permissions. The user needs help modifying the permissions to make the files available to all students in their research group.,"There are two solutions to this issue:
   - Changing ownership recursively using the command `chown -R name:name-data /depot/name/data`
   - Modifying the permissions using the Groups Manager (https://www.rcac.purdue.edu/account/groups). Click on 'name Group' and then the 'Storage' panel. Then you can click on the 'data' folder. From there, change the permissions to make all directories and files in /depot/name/data available to all students in the name group. The Groups Manager option is less intrusive and can be used from the PI's end. If this method doesn't work or you encounter any difficulties, a support staff member can manually modify the permissions."
589696,Request a two-week trial on the Gilbreth cluster,Request for two-week trial on the Gilbreth cluster (A10 GPU) and assistance in setting up Unreal Engine.,"The user has been set up with a two-week trial on the Gilbreth cluster for an A10 GPU. It may take a day for the setup to propagate through the system, after which they will receive an email confirmation. The user also requested assistance in setting up Unreal Engine on Gilbreth. While the assistant mentioned that they are working with a student to help with this issue, no specific resolution was provided in the ticket message. The user has been informed to get back if they have any questions or need further assistance."
609002,Help with AWS/CLOUD,User requires AWS or alternative cloud resources for a project but is concerned about costs and seeks cost-effective solutions.,"The user can explore other available server resources at the institution. For LLM hosting, they may find support with 20 A100 GPUs, but there would be a cost involved as the hardware requirements for the specific model are significant. The costs are subsidized by the university and are comparatively cheaper than commercial cloud equivalents. Access to GPUs can be purchased through this link: https://www.rcac.purdue.edu/orders/products. For more details or specific needs, users are encouraged to contact the AI scientist of the institution."
